Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,DLC,ABA,C,8,NA,206,30,69,0.435,0,0,NA,30,69,0.435,0.435,20,38,0.526,NA,NA,72,6,22,32,80
1968-69,26,KEN,ABA,C,5,NA,61,8,22,0.364,0,0,NA,8,22,0.364,0.364,7,10,0.7,NA,NA,27,2,4,17,23
Career,NA,,ABA,,13,NA,267,38,91,0.418,0,0,NA,38,91,0.418,0.418,27,48,0.563,NA,NA,99,8,26,49,103
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DLC,ABA,,8,NA,206,30,69,0.435,0,0,NA,30,69,0.435,0.435,20,38,0.526,NA,NA,72,6,22,32,80
1 season,NA,KEN,ABA,,5,NA,61,8,22,0.364,0,0,NA,8,22,0.364,0.364,7,10,0.7,NA,NA,27,2,4,17,23
