,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1976-77,26,POR,NBA,,6,9,5,6,4,8,11,3,1,2,,3,13,
1977-78,27,POR,NBA,,4,9,1,1,1,4,5,1,0,3,3,3,9,4.5
Career,,,,,6,9,5,6,4,8,11,3,1,3,,3,13,
