Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1990-91,23,TOT,NBA,SG,36,10,425,7,16.9,0.413,0,0.1,0,7,16.8,0.416,1.7,3.1,0.556,3.3,2.5,5.8,4,1.8,0.1,3.1,5.5,15.7,NA,91,112
1990-91,23,GSW,NBA,SG,24,0,170,6.5,16.1,0.407,0,0,NA,6.5,16.1,0.407,2.2,4.1,0.533,4.1,2.2,6.3,3,2.5,0.3,4.4,6.3,15.3,NA,86,112
1990-91,23,WSB,NBA,SG,12,10,255,7.3,17.6,0.418,0,0.2,0,7.3,17.4,0.422,1.4,2.3,0.583,2.7,2.7,5.4,4.6,1.4,0,2.1,5,16,NA,95,112
1991-92,24,BOS,NBA,SG,1,0,6,8.4,41.8,0.2,0,0,NA,8.4,41.8,0.2,0,0,NA,16.7,0,16.7,8.4,0,0,8.4,25.1,16.7,NA,65,115
1992-93,25,WSB,NBA,SG,4,0,33,8.9,23.8,0.375,0,1.5,0,8.9,22.3,0.4,4.5,7.4,0.6,1.5,3,4.5,4.5,1.5,1.5,1.5,0,22.3,NA,93,113
1993-94,26,HOU,NBA,SG,6,0,55,9.2,18.4,0.5,1.8,7.4,0.25,7.4,11,0.667,2.8,7.4,0.375,3.7,5.5,9.2,5.5,6.4,0,9.2,7.4,23,NA,83,94
1997-98,30,VAN,NBA,SF,6,0,41,7.6,24.2,0.316,3.8,7.6,0.5,3.8,16.5,0.231,2.5,2.5,1,2.5,12.7,15.3,1.3,5.1,0,2.5,0,21.6,NA,90,101
2000-01,33,TOT,NBA,PG-SG,34,1,632,5.5,15.2,0.364,3.6,9.6,0.379,1.9,5.6,0.338,1.7,2,0.875,1.9,5.3,7.2,3,2.3,0.2,2.1,3.8,16.4,NA,105,105
2000-01,33,CLE,NBA,SG,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,52.6,0,0,NA,0,115
2000-01,33,ATL,NBA,PG,33,1,631,5.5,15.2,0.364,3.6,9.6,0.379,1.9,5.6,0.338,1.7,2,0.875,1.9,5.3,7.2,3,2.3,0.2,2,3.8,16.5,NA,105,105
2001-02,34,NYK,NBA,SG,2,0,10,5.4,21.4,0.25,5.4,10.7,0.5,0,10.7,0,0,0,NA,0,10.7,10.7,0,0,0,0,5.4,16.1,NA,81,107
Career,NA,,NBA,,89,11,1202,6.4,16.7,0.384,2.1,5.6,0.373,4.3,11.1,0.39,1.8,2.8,0.667,2.6,4.5,7,3.4,2.4,0.2,2.8,4.5,16.8,NA,96,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,33,1,631,5.5,15.2,0.364,3.6,9.6,0.379,1.9,5.6,0.338,1.7,2,0.875,1.9,5.3,7.2,3,2.3,0.2,2,3.8,16.5,NA,105,105
1 season,NA,GSW,NBA,,24,0,170,6.5,16.1,0.407,0,0,NA,6.5,16.1,0.407,2.2,4.1,0.533,4.1,2.2,6.3,3,2.5,0.3,4.4,6.3,15.3,NA,86,112
2 seasons,NA,WSB,NBA,,16,10,288,7.5,18.3,0.411,0,0.3,0,7.5,17.9,0.419,1.7,2.9,0.588,2.6,2.7,5.3,4.6,1.4,0.2,2.1,4.4,16.7,NA,95,112
1 season,NA,HOU,NBA,,6,0,55,9.2,18.4,0.5,1.8,7.4,0.25,7.4,11,0.667,2.8,7.4,0.375,3.7,5.5,9.2,5.5,6.4,0,9.2,7.4,23,NA,83,94
1 season,NA,VAN,NBA,,6,0,41,7.6,24.2,0.316,3.8,7.6,0.5,3.8,16.5,0.231,2.5,2.5,1,2.5,12.7,15.3,1.3,5.1,0,2.5,0,21.6,NA,90,101
1 season,NA,NYK,NBA,,2,0,10,5.4,21.4,0.25,5.4,10.7,0.5,0,10.7,0,0,0,NA,0,10.7,10.7,0,0,0,0,5.4,16.1,NA,81,107
1 season,NA,BOS,NBA,,1,0,6,8.4,41.8,0.2,0,0,NA,8.4,41.8,0.2,0,0,NA,16.7,0,16.7,8.4,0,0,8.4,25.1,16.7,NA,65,115
1 season,NA,CLE,NBA,,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,52.6,0,0,NA,0,115
