,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,23,FTW,NBA,,1,,0,2,,0,1,2
1953-54,25,FTW,NBA,,2,,2,4,,,4,4
Career,,,,,2,,2,4,,,4,4
